Entity,Unsafe water source,Unsafe sanitation,No access to handwashing facility,Household air pollution from solid fuels,Non-exclusive breastfeeding,Discontinued breastfeeding,Child wasting,Child stunting,Low birth weight for gestation,Secondhand smoke,Alcohol use,Drug use,Diet low in fruits,Diet low in vegetables,Unsafe sex,Low physical activity,High fasting plasma glucose,High total cholesterol,High body-mass index,High systolic blood pressure,Smoking,Iron deficiency,Vitamin A deficiency,Low bone mineral density,Air pollution,Outdoor air pollution,Diet high in sodium,Diet low in whole grains,Diet low in nuts and seeds
Afghanistan,5256.649276,3783.111117,4156.209013,19397.37821,2422.369175,94.11813479,14575.26921,4990.036917,17453.44633,5459.172507,631.7738503,862.301904,11225.15396,9605.295515,805.9455107,4977.835021,27534.68392,26789.1737,19254.95751,33345.02347,9241.250845,1035.21142,4442.334736,447.2064906,26054.19572,6872.06,3457.083571,14884.9584,9074.388004
Albania,4.091663843,1.597906849,4.501301236,736.8814547,8.17311858,0.071829069,40.61320894,8.280518644,106.8532782,592.1159196,1485.350647,141.5175619,784.6990017,142.3951046,57.75968084,632.5092922,2992.681104,3030.497571,2635.437768,7246.026904,4161.156448,0.666506861,5.559881962,43.33951352,1638.57099,919.59,1668.336331,2206.716542,1130.544001
Algeria,189.9360966,58.91062157,191.7304618,58.11235973,126.5520966,7.723609176,635.4547155,82.00800501,5259.112675,5257.501749,940.8081093,2035.223813,7651.92125,4663.229717,955.2292382,7995.479816,32278.76056,19901.66905,29338.76406,43660.55537,18609.93068,137.5311425,61.64584392,617.6388198,13222.28469,13315.3,5828.759675,16103.07898,11483.30653
American Samoa,0.72005646,0.179205289,0.293769123,7.550280149,0.118481843,0.003935677,2.285859923,0.120446908,2.734630469,9.616051844,1.760102197,2.166602053,10.64978092,11.69833161,1.872133027,8.755861188,86.19458426,28.14667056,77.1623747,77.27649369,31.21813943,0.260516139,0.205665787,0.702339793,22.1799347,14.63,8.519993366,25.63874674,17.52416428
Andean Latin America,1257.987062,733.6492276,1578.129626,5773.89267,344.1020792,20.47772076,3615.348894,378.8802329,5353.829392,2821.50039,15006.28575,2640.907767,5359.408673,7469.641023,6834.072994,4646.949583,36141.07074,14290.29883,29753.89697,38229.59889,15795.109,260.80799,304.2646632,1375.106941,17686.15335,12011.09,9758.081534,10967.09702,8049.419977
Andorra,0.027021517,0.018488202,0.20630635,0.250689952,0.003816093,0.00065177,0.154660253,0.001400828,0.326638355,6.967264846,26.79354005,4.996633271,10.2240463,8.49016729,1.915685371,13.82338163,66.90072672,54.69675836,51.61646274,88.63983242,79.71227957,0.005498606,0.003464789,4.119963722,23.32316268,23.67,16.95782246,23.27595196,13.33294499
Angola,14656.91821,9615.556653,9735.710078,7129.377633,2363.336774,212.0884704,15969.58181,3714.046908,11337.98366,2143.885505,9079.898398,836.5036453,2704.049407,2283.144002,13751.6071,1140.600094,13735.2981,3811.290361,5953.404709,15314.66618,8810.716924,722.6553392,4216.257339,358.1024786,10728.38312,3724.05,1894.786922,3972.961561,2617.704511
Antigua and Barbuda,1.040682425,0.328516537,1.778130551,1.390787513,0.210435154,0.012582009,2.980395586,0.085465374,3.569663611,5.813789393,16.15932767,4.381435541,8.493671661,15.42507342,11.12911075,15.09500981,116.5830662,36.27135561,81.62361866,114.9736999,38.04276392,0.216298903,0.062875975,1.375845552,31.37556266,29.99,12.97269565,32.18534275,20.72595333
Argentina,267.139167,68.63580741,541.1825861,1240.409292,76.8179279,5.073309788,1298.508278,33.24182383,2566.976883,7399.089731,7181.262549,3771.835755,7582.714881,9760.976076,4541.983696,5875.416649,47639.23528,27639.13457,37927.88557,46362.78971,51911.51827,71.78723983,39.94969029,1106.556467,17011.34249,15930.98,10793.48189,17269.54239,13119.66602
Armenia,3.04552297,4.379285417,12.66488451,481.5416773,7.747661573,0.284808858,34.58214277,5.522294501,98.71227335,1135.035315,289.5887797,236.7314614,1364.241331,24.9658311,168.5686339,1109.601958,6581.749098,4268.678805,3779.626966,8436.619396,4871.943861,1.615080055,0.308142251,45.10738363,2629.635854,2189.15,1961.582677,2855.040263,2159.566343
Australasia,38.05319298,8.210255066,69.43022085,48.23282623,7.627928205,0.829650696,122.1578281,1.798370642,443.1857806,2036.541162,8526.306353,3163.510682,5688.260043,4873.953679,644.3745752,6137.750895,23889.139,17386.83584,23499.85941,31495.81487,25764.17521,2.352080501,0.318961146,1970.902997,5580.861582,5569.51,3773.941892,8216.899808,5721.381348
Australia,26.69515862,5.672184964,57.88102161,38.10862168,6.403087096,0.711444727,111.966968,1.49842298,349.6264028,1714.449585,7226.823767,2870.067681,4797.861063,4099.651101,552.1254893,5019.110698,20074.70958,14679.67055,19912.50729,26022.28531,21559.35178,1.669061764,0.240332351,1670.728909,4884.052995,4880.68,2649.750866,6718.511647,4546.009246
Austria,2.407016198,6.282777685,8.644877369,53.58688229,0.838582028,0.176017121,3.750960722,0.153621461,89.47592712,942.8393307,4745.345794,649.901935,1741.102656,2327.424583,280.2377218,2534.818448,14462.03244,9365.246311,9148.487208,18457.85374,11502.30524,0.700770296,0.522673086,663.7500126,3488.954983,3506.57,3139.779789,3733.262504,3014.395195
Azerbaijan,89.05113819,86.75303303,67.60196524,1628.939211,296.9441935,8.821331903,917.4078245,145.6027695,1538.975598,3011.192592,3979.679227,697.3706747,4915.974059,860.9892393,283.5765146,2722.001912,17246.71156,12467.17064,11781.98221,24381.96132,12216.65581,12.37550325,74.64546363,74.1711241,6338.628244,4760.38,6200.943293,9117.023753,5461.284666
Bahamas,2.707796893,0.569713432,4.704792551,6.969121202,1.033646317,0.043892699,6.130669581,0.340492398,13.46598361,25.20796544,151.3220839,20.41170793,10.6894431,57.16947779,114.8547175,55.31936761,372.6939841,206.8888975,398.838815,525.4197731,158.5935302,0.959798107,0.211855215,7.750606008,111.8949051,105.46,52.72114429,143.9464332,83.82374191
Bahrain,4.737998729,1.190416056,3.650144168,1.757713432,0.471667865,0.040731859,5.110571831,0.239893636,40.0874942,105.1967603,55.61264469,55.95727629,87.02024597,21.69465014,12.88039458,110.6722578,990.8154927,388.0075988,854.6271992,642.2750375,329.056011,1.126715653,0.380063903,8.155892584,406.685601,409.89,98.49738701,330.5727327,139.0637394
Bangladesh,25397.49827,17744.9926,16129.92113,70345.12903,1685.496492,23.53786088,15368.4567,2321.903151,27148.99034,22897.57904,9910.434482,4804.26747,69563.25972,47723.77496,4362.279375,19020.90264,109116.4372,61261.04103,38771.28996,157570.7483,90795.05525,1314.3573,1240.339834,3147.014125,122734.2597,56067.77,44010.6852,40390.53996,35582.39534
Barbados,2.528326566,0.810361072,9.033550951,0.209271962,0.447736209,0.01859262,5.751214807,0.122231308,10.4292478,22.97035688,111.8792413,14.8038094,74.34251328,70.58959179,49.66518169,75.72512889,556.9624742,160.1150375,402.1581202,500.9598887,167.9684343,0.454978611,0.084381509,8.00886276,171.5474105,171.49,57.34094991,150.3408758,90.79330068
Belarus,4.639462353,3.6664606,13.96133739,113.6047173,3.794573702,0.098912642,23.61565846,0.970613276,152.1208359,2429.177441,14624.50635,1297.011014,8180.10495,3951.245512,662.6692455,6083.660368,14637.87477,28832.84444,19712.97264,46340.26135,21496.83134,1.859143546,0.197992408,295.2146829,8264.966736,8184.6,8483.545559,14580.6757,10748.02168
Belgium,21.01579493,13.57291039,51.11025298,27.47825263,2.093730102,0.432938787,213.3065473,0.402805693,105.3408851,1429.467357,5763.979698,755.4198336,3276.171452,1834.08139,367.7431232,2715.252736,14697.64576,8264.677154,8857.47833,17324.5175,20077.50194,1.435624518,1.337907549,1080.962261,4980.116491,5059.27,2389.578345,4151.17358,2755.940184
Belize,9.509475005,4.009414336,8.818269088,30.14580759,3.576198102,0.204183058,20.28799707,1.50868742,41.80634783,20.38574276,174.4261441,18.54714864,46.81221983,46.33712974,83.36876211,33.98123411,316.4685273,95.76822856,259.501982,264.300317,127.3457057,1.295544481,0.721501664,6.13569474,109.3684719,80.0,23.56463466,88.79640812,59.15982123
Benin,5266.971855,4114.532299,3904.867417,4919.517218,829.8927281,56.61747951,6534.328122,1326.095937,5767.554297,560.5153164,1320.883877,263.6448482,1634.18027,1144.17493,1923.610226,425.8217559,4639.151648,1578.144038,3026.947885,6007.265474,1983.631895,367.1283117,1809.85731,312.8247393,6181.832327,1306.76,649.864774,1515.603308,858.8032257
Bermuda,0.296040093,0.04521686,0.657626153,1.879755217,0.019035856,0.001204007,0.326733353,0.008718912,0.572698286,6.661042457,39.81460691,3.946345253,1.97305215,12.1630811,7.978143839,17.63019564,72.23694978,34.23103705,75.33228194,94.40380129,62.279987,0.017870978,0.005701216,2.193128216,22.80934937,21.17,15.124907,25.97647432,20.57440786
Bhutan,84.07763476,61.96811598,25.06453317,134.9460608,6.014315003,0.044101803,31.04618515,7.662882469,118.2401887,72.85157267,135.5869935,20.80403376,179.9443736,138.325793,88.55218457,66.53020549,424.6047978,350.5251664,278.0816914,674.1583266,296.2936897,9.334458902,5.478661873,36.3133217,397.4540282,279.64,186.0636042,187.7198954,158.7167755
Bolivia,326.3299581,147.8474071,330.7840076,1557.197656,122.5321548,6.836458027,1196.232788,121.3317587,1883.486469,569.492336,1854.624497,519.9390434,1967.396766,2034.013157,1754.430219,1100.784608,10213.03338,3938.824286,6386.118811,8929.540389,4024.79707,118.2606445,75.99973271,275.8870967,4262.502975,2744.69,2176.315737,2914.436879,1487.779141
Bosnia and Herzegovina,3.343695619,1.029270692,3.065722719,1278.208463,2.068247283,0.092319162,3.935766552,0.21962983,69.69783783,1259.729602,3193.906099,235.0779395,2035.115893,561.3936048,160.3779501,1475.056843,9489.580664,5332.048002,5023.061426,10764.67368,8482.64675,0.353213815,0.568086505,70.72999084,3371.505976,2134.83,2256.169906,2725.932398,2037.791292
Botswana,414.3542095,282.8387762,291.5827149,419.4898285,45.00897025,8.129136793,272.0575213,35.31156948,272.0121408,257.0116684,843.605408,167.4549382,412.5753905,305.927077,4101.417741,172.6025143,1776.652219,549.4314543,1375.724973,1783.394493,901.3208983,10.13287136,48.60634445,29.15663992,822.4160928,414.78,222.7543098,457.2479901,319.8235585
Brazil,2957.752014,2231.321541,3710.661582,12154.3304,1128.499694,144.6447933,9427.11316,402.4762473,12554.49362,26728.52055,83215.48297,14738.87107,31505.11479,43919.43645,23774.42028,32410.23541,131163.0381,96098.98253,165953.8373,230453.8228,167657.2694,524.5142598,779.6803591,8080.305714,66244.64129,54859.56,51433.60169,60108.88832,47677.4725
Brunei,0.417956671,0.092768062,1.128641487,0.410655926,0.530085515,0.015172007,2.568154467,0.325612568,13.30773788,34.29398488,13.39729193,16.9843625,74.53407338,62.45462795,21.85400579,41.93684556,414.8257539,147.2987439,189.4892459,305.3738324,286.4040863,0.576828662,0.07795648,7.700280918,52.43961446,52.22,138.7047432,106.3741042,75.78116764
Bulgaria,8.611547095,0.719961001,10.22545384,1541.405781,9.46843041,0.6693082,35.82741115,3.975953513,122.5386694,2703.284516,5497.055585,644.8103812,8293.487146,1682.088016,504.1627426,4597.569287,17412.19495,19990.64456,18478.25277,41273.03985,20300.55028,1.809776016,6.279212406,218.3527129,7684.418015,6222.93,9422.955584,10506.81881,6774.009255
Burkina Faso,10444.27159,8121.420774,8171.12925,12783.27942,2456.278364,84.3400928,17965.42745,2380.004658,9352.102807,2135.677881,7161.097903,313.1995072,3826.351155,2809.796777,3278.695927,1012.999885,9530.222162,1228.946526,4697.419044,11928.21622,3335.304228,667.1763678,3478.070912,570.315684,15212.18106,2481.21,1212.591035,3645.780374,2424.304667
Burundi,4585.432147,3517.168487,3533.181458,5461.473923,365.4384946,32.70633717,7304.041634,1727.518992,4272.428238,532.2773492,9174.383439,163.1088312,1803.351708,1332.451487,2814.800868,334.1414639,5061.17271,1459.493354,1115.520494,6040.40585,2735.950248,225.5647715,1318.619833,225.1839194,6519.804808,1109.88,724.2234003,1928.308552,1102.3337
Cambodia,1242.053554,811.2047489,945.5823636,8429.454243,235.9290405,5.66570205,2136.036464,506.5502548,2829.781204,2384.447159,10419.93656,491.5006234,5388.132237,3230.701334,1796.980446,1018.043269,12367.32069,4580.385582,3740.569167,12145.33643,12676.72666,130.8850422,194.8864424,1165.398258,10744.16865,2389.44,4570.014352,2766.733648,1904.783403
Cameroon,10469.62448,7646.251521,7701.19255,6716.620004,1988.437662,210.5061983,10321.66948,1655.65346,8592.277982,1467.816461,11701.85881,1219.692284,2653.246472,1852.523083,21642.72974,1185.2234,11293.72093,3031.229613,9643.625001,14863.56059,5243.707323,759.622101,2757.262434,580.5033611,13301.43366,6689.68,1579.653797,3846.733043,2275.588607
Canada,47.82314361,61.0428625,91.83967058,18.1938997,11.90622469,1.275317529,291.6516448,1.674384088,654.8162386,3141.592034,5230.237233,4296.742797,6094.092434,6264.724713,1184.534584,6689.934576,36530.46262,20922.49905,32831.04069,42419.426,49362.37534,3.762124847,3.679746573,3028.534114,7835.316358,7937.37,12191.0659,11734.73973,9711.43702
Cape Verde,24.1495243,15.54555484,42.07232067,111.4481349,2.512466985,0.117208144,18.18187718,1.561013402,78.27405321,33.84686403,183.8071547,35.27930004,96.11083801,84.31566948,141.5938007,50.16488567,352.1943026,158.7679487,214.4513945,547.6052413,125.6559008,1.293211112,0.145327023,8.365383299,229.9307553,119.9,66.35464549,118.6239904,96.85500751
Caribbean,3962.418692,2664.382827,3221.147791,8990.182184,1314.899378,97.73863025,5056.871253,628.56927,5961.447032,4917.271243,15364.77369,2678.132302,8441.834436,11782.3041,9555.773727,10375.41486,56182.36388,26340.94799,42575.48158,65345.38683,38442.56216,475.6332036,991.7614469,2036.215207,23094.70305,14270.84,6177.783855,20736.55922,15506.75454
Central African Republic,5129.302511,3944.760399,3249.223374,3645.283919,1066.190482,63.8747993,6103.462193,1286.138182,2912.473654,575.0513329,3889.455231,217.9289503,1382.634709,1160.856024,5257.821007,346.7241018,4579.106932,1636.378927,1378.266217,4908.971861,2509.356867,239.2881147,1782.919137,126.4668111,4711.484933,1105.73,410.38341,1487.948226,830.6489973
Central Asia,1524.572332,1423.545828,1137.813876,14640.0957,1898.44217,61.59399878,8433.908724,1670.461373,12290.53188,18945.9183,37129.67926,9050.877959,47714.54738,8954.078306,3313.15131,22495.33402,129470.4339,95944.4417,97606.64701,192770.3342,79677.28717,141.5898754,955.7425669,867.5498588,53235.73842,39028.08,45489.17365,73892.69681,47179.65708
Central Europe,284.6407126,86.24360121,214.5032683,16198.66873,105.6570684,3.966697113,586.1343172,49.56758053,1874.444455,30884.05051,114235.1147,9461.348464,71424.31083,32113.33137,7298.111921,50764.31549,221774.5273,202112.0314,197732.2549,390724.5074,246025.3627,17.1816877,60.38427738,6301.198413,85867.48748,70688.75,89266.36977,98084.56176,73724.13322
"Central Europe, Eastern Europe, and Central Asia",2035.799408,1686.149991,2062.038854,36063.23548,2202.531913,75.09035509,9968.967993,1818.594775,18029.63066,109306.5535,452867.9876,67387.33258,311498.2164,162213.6817,31024.7645,227343.4199,750580.5109,,726943.9604,1499420.477,783618.662,216.7880679,1030.00661,13580.67044,303642.5482,269942.23,286874.4307,456836.8949,335630.7339
Central Latin America,6426.507669,3452.362066,3652.692134,23106.34476,1672.748604,150.8220477,15247.95503,1423.130976,17437.50656,19594.45933,96840.80118,19408.35293,34426.68016,40909.04829,23799.50715,25930.53911,260275.5636,89656.162,191132.6859,236918.6399,102120.4082,456.7511096,1196.006356,5994.777917,85395.18948,63622.85,33133.15901,45997.11922,56363.10323
Central Sub-Saharan Africa,52821.98001,37861.78688,39953.70489,54364.77561,9136.04774,620.9731045,70771.95573,15344.06682,49826.27451,8303.480894,38018.45791,3568.731507,20276.87778,16872.54455,44414.47528,6526.923162,72511.80581,19771.08507,27048.81471,81515.27579,30294.04654,4029.010623,16685.41568,1701.689887,72404.74136,18922.08,5019.356599,21402.55402,15119.39269
Chad,21210.82881,16517.25081,13485.45289,11550.56579,4793.375618,363.0031552,30822.58711,6831.690472,11395.65527,809.414447,3287.944961,307.3734966,2658.723376,1963.884276,4501.889697,760.9720369,5580.885268,1859.074571,2029.757404,7721.604804,1657.958992,1088.685615,7770.258898,280.1250689,14329.20008,2855.7,806.5398731,2850.08257,1279.012718
Chile,100.0541872,57.35420815,86.6902177,685.0091437,7.169297916,0.36542411,441.4003209,2.015641408,544.5874162,1887.178462,5083.990315,1745.506184,3527.817641,2001.208591,1469.165779,1832.279948,16146.8036,6515.582969,13848.39858,21283.09424,10405.15837,9.540476168,3.649337775,688.1651282,5665.898069,5042.89,5975.950099,4965.585022,3073.953398
China,3886.420648,2405.458727,5348.404261,271089.3473,2674.242019,100.9230386,17742.4654,1636.863121,39334.54966,386641.4086,670297.3078,129306.3197,718507.1133,277782.2265,73366.89943,249699.3445,891047.2355,794614.2508,823869.2608,2542365.122,2197652.614,325.3290396,1690.183543,68054.92344,1242986.55,1029847.77,1656146.098,753131.7261,394876.2583
Colombia,520.1231751,116.5680072,382.400005,2382.9701,171.311358,14.61994024,1664.006517,104.7107993,3061.087173,3637.831624,11337.69169,1924.759991,4282.860071,8335.632573,4651.803826,4931.983888,20405.12705,15663.29956,24986.06726,44361.06577,19433.68056,51.52111397,71.70827685,917.1893981,11962.66488,9711.92,10406.62967,10324.30719,9683.308482
Comoros,219.3140577,171.8446847,167.7830401,323.1061816,27.70762878,1.752646594,153.6921471,25.73762919,159.6431088,66.5243068,41.22049159,13.40398576,178.6068091,142.9992483,67.05309374,38.05926352,539.3641893,154.5474404,226.9997541,666.4044731,180.4491735,7.750350906,30.5348608,22.37137727,392.4471044,70.48,92.09180324,186.9640098,132.2648187
Congo,1707.278717,1272.305282,1196.174173,1283.464097,185.4545295,22.6424917,1229.304607,138.8185203,1054.780189,410.192171,1884.3963,280.1116715,986.9604423,867.8630335,4984.059192,403.7799128,3946.594107,1251.874745,2377.366626,4614.214474,1556.248047,174.4619737,360.6774912,86.50359778,2440.38727,1179.92,569.7387953,1180.767862,875.2389488
Costa Rica,37.37146849,4.237475774,39.81137902,178.8154362,4.415361413,0.432619286,30.93802081,1.636629653,190.7450731,290.5739805,1249.573054,352.950579,426.9681926,781.950685,336.8022264,417.3966185,2168.64586,1715.112051,2824.649037,4880.458645,2203.799503,4.095644687,1.959978528,177.8267002,1042.08932,874.15,898.5148643,1099.381288,926.4970331
Cote d'Ivoire,9363.352589,6735.508568,7127.21586,10917.41862,2137.846952,132.1768458,12112.02429,2093.61001,12410.25712,2812.046903,5670.594879,1108.859365,3487.163649,3588.5091,16692.64299,1372.632499,10809.45466,5267.033069,7189.308181,17079.74524,6312.139392,948.4773222,2803.636205,459.5429865,13404.02689,2523.8,3335.902091,5242.502858,2529.994429
Croatia,8.835385653,1.539017932,3.992619528,429.8348958,0.841424924,0.146091073,2.783962168,0.227900675,42.95763931,1466.968516,3628.318709,247.1280868,2034.265256,2082.295624,188.2222011,1774.752238,9614.003668,7760.486941,7107.911896,14095.97562,9340.339474,0.257378512,0.605804233,557.5887111,3089.387866,2711.66,3363.559108,3540.358486,2536.924982
Cuba,206.0033326,79.42369542,249.8411816,331.4859036,8.168864817,0.588091921,69.70244824,2.922977862,98.93357236,1842.237609,4148.509952,726.6145023,1763.133027,2157.926542,1001.917778,3741.051918,11139.1689,8815.759037,11028.71276,19038.48274,18457.31728,12.60947169,1.273364242,1221.157243,6236.011058,5959.46,2031.29747,5618.464359,4962.127536
Cyprus,1.162573215,0.566744212,1.662713195,3.652767188,0.126081393,0.013170099,5.837508235,0.017917517,10.54283374,154.9389438,205.8962335,39.51281276,271.4704144,223.6022921,24.01241751,226.628464,1566.36773,689.4509757,832.4132921,1617.129241,1492.219646,0.176519124,0.049506072,48.5983256,499.2307193,506.71,255.0342712,486.1766338,310.2571211
Czechia,52.54709069,3.759241813,22.41095466,205.8598747,2.679825243,0.270515857,68.38872687,0.523756582,67.58279382,2493.128701,7853.982281,771.3201548,5295.68507,5083.033587,525.5987341,4197.351157,21703.11631,16876.34314,15986.49783,28194.22406,20821.91529,0.687703616,1.511168016,710.8472818,6461.42418,6342.42,7174.262274,6412.431176,6620.666726
Democratic Republic of Congo,30914.96124,22776.33004,25418.67361,42040.34687,5443.154027,316.2052061,47130.03365,10156.58354,33853.58017,4980.360441,21974.34386,2105.005265,15053.63229,12241.84917,18252.22342,4463.742148,48203.69411,12474.00766,16083.32494,54568.43154,16609.2889,2841.969533,10239.9386,1075.040004,53515.46627,12165.11,1810.335767,14310.64802,10485.55035
Denmark,8.557294332,4.72150901,22.16926339,12.74874828,1.286211421,0.152191017,36.57528855,0.167454992,89.3871,582.3483778,3388.970459,546.9372566,1023.843868,937.264752,205.4621379,1218.349409,8476.867694,3926.67627,4128.475723,8207.898052,11700.02393,0.402398493,0.569978623,411.5603951,2366.00742,2404.04,1144.141762,2119.594712,1345.997277
Djibouti,203.6109406,150.0021338,172.3973573,162.281503,39.08636964,2.836271379,284.7970344,37.93755375,195.6531699,86.17515435,92.63333681,25.94173439,238.3220299,141.1679974,752.599024,50.15149842,626.7486844,190.084992,369.8403591,744.4919243,343.1192593,30.66525552,22.2589292,22.91672123,404.3574293,244.84,95.83034728,256.8246561,156.634092
Dominica,1.239433706,0.469235073,1.978845718,6.493894342,0.439650224,0.02175721,2.80440285,0.151876436,6.551941501,6.441138407,35.90917001,4.255014835,15.47576107,17.11675976,10.74509082,15.39372582,129.2020081,31.85252801,85.35808944,142.9251923,38.29548566,0.325527194,0.110312028,1.808422117,35.64951764,29.16,15.29012945,32.2326524,21.56677032
Dominican Republic,332.0688302,124.6384394,395.4758205,1023.708901,105.9063425,12.45716288,404.4462691,30.56992826,2006.737111,950.4212191,2415.801205,573.9608538,431.6103704,3125.675944,2558.468386,2137.484588,9927.601375,5377.04964,9081.958527,13710.99397,7726.0708,63.18500613,42.12070464,204.3133458,3363.702152,2358.38,1382.565475,4256.61386,3614.628075
East Asia,4179.87619,2644.728657,5722.963229,300613.1635,2849.425797,109.9513549,19325.31862,1853.759143,41761.91722,407966.084,701230.7605,137603.8203,751260.3149,290572.5622,77437.30671,261497.6751,955626.8607,820145.8658,861954.3282,2660991.57,2298918.241,389.9189389,1857.58146,71049.3301,1315670.799,1077173.74,1713347.524,788087.4754,412372.2685
Eastern Europe,226.5863636,176.360562,709.7217102,5224.471056,198.4326746,9.529659194,948.9249515,98.56582108,3864.654325,59476.58467,301503.1936,48875.10616,192359.3582,121146.2721,20413.50127,154083.7704,399335.5496,608406.2666,431605.0585,915925.6353,457916.0122,58.01650478,13.87976619,6411.922171,164539.3224,160225.41,152118.8873,284859.6364,214726.9436
Eastern Sub-Saharan Africa,157354.8454,123319.8675,116264.826,152945.5336,21944.32622,1405.080814,189204.5201,38282.40037,145254.149,19132.6876,102946.6276,9948.432551,51171.54872,41435.9012,202091.0909,14316.09021,158531.2705,52481.97602,66920.70966,201638.8906,79456.11856,8721.341032,46678.78848,7947.895218,186764.5227,34899.7,28121.34848,53232.30658,33737.26024
Ecuador,208.2652958,76.70379342,281.9855067,441.669298,85.66989767,5.547599863,979.5000074,91.80993459,1314.164608,724.4111458,6863.954049,840.1594766,809.0937709,2344.275337,1946.303501,1378.56917,13501.10666,3933.679124,11277.03342,13217.02265,4721.520812,39.63028217,68.52924231,478.4514799,3851.070773,3426.84,3233.83948,3583.980325,2656.606377
Egypt,3142.490313,2534.963747,1354.805265,386.9127499,2412.158997,134.5785502,9385.338074,1559.992088,6262.065919,15891.71143,7288.487477,2162.374596,20283.9093,1918.851763,508.581135,23024.91232,102942.0769,74209.88513,102516.0026,145833.2934,69344.15356,321.28886,1196.895817,1524.011372,60543.49596,60855.33,17086.45112,48864.24778,40721.90781
El Salvador,204.5624173,142.1526011,165.0318669,933.1588186,28.08551278,1.602464587,336.6684805,14.05688504,367.2571254,565.5599855,3024.851068,532.3189003,1162.34147,1121.34073,1047.103874,696.7457473,7504.278728,2898.82606,5428.796263,7608.063688,2218.898836,5.580898157,22.32941014,277.7559284,2654.020724,1743.65,1147.310195,1771.263,1685.74992
England,31.67538114,4.701686698,210.0109137,232.7400016,14.75979861,1.558016623,121.6635624,3.194396443,1230.142352,4775.527164,13006.33516,4123.668474,14803.99027,10844.07573,1644.497908,12120.12768,58599.10145,39321.2492,46287.56299,67534.98183,73217.73969,10.08148791,2.764161415,3027.083709,20929.15284,21008.45,11669.80965,19643.46847,13666.09129
Equatorial Guinea,160.3779683,76.63782592,129.2496873,165.7631711,34.2386219,1.995813003,162.8716946,24.39034866,288.7023556,32.03973806,413.769402,53.09753876,37.20682346,53.77331825,1501.383835,41.62140688,523.6353438,130.652903,331.0820808,523.2220002,163.1812665,18.61973886,45.85079358,14.03004728,334.6641622,170.5,88.58452911,110.9028121,56.59801274
Eritrea,3083.705694,2382.981983,2201.441606,2240.770176,258.4010246,25.64511031,3466.177541,571.6194518,1706.048183,476.9965314,1704.772659,153.3140393,1087.396006,778.3547655,1766.1537,175.7595602,3035.133541,722.0263524,1170.829722,3106.608144,1358.120013,254.5542794,575.9794048,116.4575854,3143.844868,928.14,437.8821719,1007.600417,617.9417039
Estonia,0.747593469,0.334991322,2.349146479,115.2638221,0.407212534,0.017817451,2.328093449,0.184709555,8.263173818,224.338817,1523.903306,214.8997983,623.9745683,516.4409445,82.53658816,483.0448914,2555.786406,2764.274211,2715.788478,5379.593824,2160.762046,0.057010884,0.022186677,42.35182394,452.4183776,339.39,1111.241832,951.9833128,847.4839168
Eswatini,439.9033417,320.1589775,262.2242411,337.2000865,77.16050934,8.837370649,283.7551153,63.95127396,219.6628361,160.9686276,544.2938811,111.0449192,237.1998999,211.1856697,2256.316015,102.5221833,1366.408316,240.3304222,1059.89587,1064.096924,498.9976676,8.125039742,65.76409813,16.31113593,567.0509682,235.79,121.3293685,253.9010361,191.6784688
Ethiopia,47812.20061,38734.8943,33326.92687,32771.2345,5832.323611,330.4135473,51201.90029,11444.902,39714.23234,3154.743307,17320.28654,1461.239724,12026.44856,8224.952021,16718.42621,4980.126238,31268.61141,13264.27316,10812.83515,34120.50008,9462.55941,1984.34217,15895.87998,1988.012669,40613.53221,8076.0,5156.880541,11723.33088,7053.482091
Fiji,54.97392256,24.71508866,14.34334572,383.0136441,6.987600195,0.641342835,67.88972727,4.306098467,115.0614538,304.0763889,92.46223418,30.14953675,539.3889468,363.7972832,88.90343386,249.1264887,2571.356408,866.6475302,2134.691366,1669.304586,885.5265209,3.152920923,9.729341249,9.809117153,669.0987713,286.22,433.4202228,804.0173711,590.6932251
Finland,1.13796829,0.873044555,5.3392788,17.73701247,0.241819451,0.028148808,4.468583429,0.036709896,30.87398876,325.4036914,2331.733999,659.028087,1874.74857,1929.866019,117.8465258,1881.760837,8900.770706,6240.135995,6021.785741,12136.29975,5638.935713,0.362888008,0.115414602,612.5567621,1126.930413,1117.99,1895.657595,2900.496616,2576.573685
France,59.22350104,28.99232037,156.931806,145.1098772,10.2928177,2.416331156,2788.45592,1.844193611,667.878784,3616.94651,38820.82835,5367.317449,13606.33325,10492.90235,2373.429389,12724.78148,65806.68498,39299.84799,45053.72998,79549.83043,79002.38066,6.572422796,0.555334794,6641.998061,18991.52329,19174.22,14078.12618,20953.00103,13357.80869
Gabon,253.1413614,176.1966828,224.673971,100.5399201,43.67330572,4.166323952,176.7017788,24.08931844,378.7544732,161.9517061,776.5947179,76.08443702,112.394104,265.0590046,667.3807288,130.4554975,1523.477225,466.8804665,925.3701287,1585.769733,645.2545284,32.01592363,39.77231701,41.54694839,674.3556037,576.76,245.5271754,339.3255382,253.6518612
Gambia,504.4311554,368.3039853,450.2708037,1020.225661,56.41983668,4.811702365,660.8776817,65.42131718,771.2845389,310.1052748,257.2689612,104.9915646,540.5858759,385.2473413,851.2117374,147.9693921,1185.493644,296.9761676,749.3800148,1831.73231,668.5313252,124.9881626,120.1374776,64.4761747,1281.180716,268.75,161.629751,481.1736429,346.5524845
